feature_group,seed,feature,importance
all_current,43,q_src,0.0
all_current,43,q_dst,0.015552693977952003
all_current,43,status_gap,0.012882490642368793
all_current,43,coverage_uv,0.0
all_current,43,coverage_vu,0.0
all_current,43,pair_pos_count,0.0
all_current,43,pair_neg_count,0.0
all_current,43,rev_pair_pos_count,0.0
all_current,43,rev_pair_neg_count,0.0
all_current,43,src_recency_log,0.01359673123806715
all_current,43,dst_recency_log,0.016054347157478333
all_current,43,src_seen_before,0.05656694248318672
all_current,43,dst_seen_before,0.2381875216960907
all_current,43,src_history_activity_log,0.0127404248341918
all_current,43,dst_visibility_log,0.00991801917552948
all_current,43,dst_trusted_in_count,0.01135080773383379
all_current,43,dst_trusted_ratio,0.05983332172036171
all_current,43,dst_high_visibility,0.0
all_current,43,dst_visibility_share_of_max,0.01839490607380867
all_current,44,src_out_pos,0.013136533088982105
all_current,44,src_out_neg,0.1001720204949379
all_current,44,src_in_pos,0.0
all_current,44,src_in_neg,0.0
all_current,44,dst_out_pos,0.0
all_current,44,dst_out_neg,0.0
all_current,44,dst_in_pos,0.00908666756004095
all_current,44,dst_in_neg,0.23920781910419464
all_current,44,src_pos_ratio,0.025695953518152237
all_current,44,dst_in_pos_ratio,0.05875871330499649
all_current,44,q_src,0.0
all_current,44,q_dst,0.012458175420761108
all_current,44,status_gap,0.009310208261013031
all_current,44,coverage_uv,0.0
all_current,44,coverage_vu,0.0
all_current,44,pair_pos_count,0.0
all_current,44,pair_neg_count,0.0
all_current,44,rev_pair_pos_count,0.0
all_current,44,rev_pair_neg_count,0.0
all_current,44,src_recency_log,0.011543560773134232
all_current,44,dst_recency_log,0.013348931446671486
all_current,44,src_seen_before,0.01974346674978733
all_current,44,dst_seen_before,0.38696134090423584
all_current,44,src_history_activity_log,0.011369554325938225
all_current,44,dst_visibility_log,0.008960932493209839
all_current,44,dst_trusted_in_count,0.009734024293720722
all_current,44,dst_trusted_ratio,0.05518968775868416
all_current,44,dst_high_visibility,0.0
all_current,44,dst_visibility_share_of_max,0.015322467312216759
all_current,45,src_out_pos,0.012091090902686119
all_current,45,src_out_neg,0.08852265030145645
all_current,45,src_in_pos,0.0
all_current,45,src_in_neg,0.0
all_current,45,dst_out_pos,0.0
all_current,45,dst_out_neg,0.0
all_current,45,dst_in_pos,0.008174490183591843
all_current,45,dst_in_neg,0.175253227353096
all_current,45,src_pos_ratio,0.023391051217913628
all_current,45,dst_in_pos_ratio,0.06440155953168869
all_current,45,q_src,0.0
all_current,45,q_dst,0.011578597128391266
all_current,45,status_gap,0.011272074654698372
all_current,45,coverage_uv,0.0
all_current,45,coverage_vu,0.0
all_current,45,pair_pos_count,0.0
all_current,45,pair_neg_count,0.0
all_current,45,rev_pair_pos_count,0.0
all_current,45,rev_pair_neg_count,0.0
all_current,45,src_recency_log,0.010518422350287437
all_current,45,dst_recency_log,0.011677541770040989
all_current,45,src_seen_before,0.04205562174320221
all_current,45,dst_seen_before,0.47913655638694763
all_current,45,src_history_activity_log,0.010387148708105087
all_current,45,dst_visibility_log,0.007603568024933338
all_current,45,dst_trusted_in_count,0.00870680995285511
all_current,45,dst_trusted_ratio,0.021733172237873077
all_current,45,dst_high_visibility,0.0
all_current,45,dst_visibility_share_of_max,0.013496419414877892
all_current,46,src_out_pos,0.013505597598850727
all_current,46,src_out_neg,0.08369085937738419
all_current,46,src_in_pos,0.0
all_current,46,src_in_neg,0.0
all_current,46,dst_out_pos,0.0
all_current,46,dst_out_neg,0.0
all_current,46,dst_in_pos,0.008522147312760353
all_current,46,dst_in_neg,0.19413232803344727
all_current,46,src_pos_ratio,0.02583163231611252
all_current,46,dst_in_pos_ratio,0.06044946610927582
all_current,46,q_src,0.0
all_current,46,q_dst,0.011653226800262928
all_current,46,status_gap,0.012319039553403854
all_current,46,coverage_uv,0.0
all_current,46,coverage_vu,0.0
all_current,46,pair_pos_count,0.0
all_current,46,pair_neg_count,0.0
all_current,46,rev_pair_pos_count,0.0
all_current,46,rev_pair_neg_count,0.0
all_current,46,src_recency_log,0.010742086917161942
all_current,46,dst_recency_log,0.012159336358308792
all_current,46,src_seen_before,0.05826803296804428
all_current,46,dst_seen_before,0.40964293479919434
all_current,46,src_history_activity_log,0.009742419235408306
all_current,46,dst_visibility_log,0.008433093316853046
all_current,46,dst_trusted_in_count,0.008835870772600174
all_current,46,dst_trusted_ratio,0.058104440569877625
all_current,46,dst_high_visibility,0.0
all_current,46,dst_visibility_share_of_max,0.01396752055734396
